full_text,cleasing,Tokenization and Case Folfing,Filtering/stopword removal,stemming data
"📣 Hey teman-teman! Jangan lupa untuk ikut acara Debat Jubir Muda Capres-Cawapres Vol. 3 besok malam di Jalan Pelajar Pejuang 45 Nomor 21, Bandung. Ayo kita jadi anak muda yang melek politik! 🗳 ️ 💪", Hey temanteman Jangan lupa untuk ikut acara Debat Jubir Muda CapresCawapres Vol  besok malam di Jalan Pelajar Pejuang  Nomor  Bandung Ayo kita jadi anak muda yang melek politik  ️ ,"['hey', 'temanteman', 'jangan', 'lupa', 'untuk', 'ikut', 'acara', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'besok', 'malam', 'di', 'jalan', 'pelajar', 'pejuang', 'nomor', 'bandung', 'ayo', 'kita', 'jadi', 'anak', 'muda', 'yang', 'melek', 'politik', '️']","['hey', 'temanteman', 'lupa', 'acara', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'besok', 'malam', 'jalan', 'pelajar', 'pejuang', 'nomor', 'bandung', 'ayo', 'anak', 'muda', 'melek', 'politik', '️']",hey temanteman lupa acara debat jubir muda caprescawapres vol besok malam jalan ajar juang nomor bandung ayo anak muda melek politik 
Selamat malam teman-teman! Semoga kita semua dapat mengikuti Event Debat Jubir Muda Capres-Cawapres Vol. 3 dengan antusias dan bijak. Mari kita jadikan momen ini sebagai ajang untuk meningkatkan kesadaran politik kita sebagai anak muda menjelang Pemilu 2024.,Selamat malam temanteman Semoga kita semua dapat mengikuti Event Debat Jubir Muda CapresCawapres Vol  dengan antusias dan bijak Mari kita jadikan momen ini sebagai ajang untuk meningkatkan kesadaran politik kita sebagai anak muda menjelang Pemilu ,"['selamat', 'malam', 'temanteman', 'semoga', 'kita', 'semua', 'dapat', 'mengikuti', 'event', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'dengan', 'antusias', 'dan', 'bijak', 'mari', 'kita', 'jadikan', 'momen', 'ini', 'sebagai', 'ajang', 'untuk', 'meningkatkan', 'kesadaran', 'politik', 'kita', 'sebagai', 'anak', 'muda', 'menjelang', 'pemilu']","['selamat', 'malam', 'temanteman', 'semoga', 'mengikuti', 'event', 'debat', 'jubir', 'muda', 'caprescawapres', 'vol', 'antusias', 'bijak', 'mari', 'jadikan', 'momen', 'ajang', 'meningkatkan', 'kesadaran', 'politik', 'anak', 'muda', 'menjelang', 'pemilu']",selamat malam temanteman moga ikut event debat jubir muda caprescawapres vol antusias bijak mari jadi momen ajang tingkat sadar politik anak muda jelang milu
#MulutManisAnies  Laris Unik Lemari Baju Rak baju DenganTutup Yang Ada Reseliting Lemari Kain Plastik Portable Import 2 Sisi Bukaan Keatas Debat Capres  https://t.co/4sNaNAMUfQ https://t.co/ywdER6VSGV,MulutManisAnies  Laris Unik Lemari Baju Rak baju DenganTutup Yang Ada Reseliting Lemari Kain Plastik Portable Import  Sisi Bukaan Keatas Debat Capres   ,"['mulutmanisanies', 'laris', 'unik', 'lemari', 'baju', 'rak', 'baju', 'dengantutup', 'yang', 'ada', 'reseliting', 'lemari', 'kain', 'plastik', 'portable', 'import', 'sisi', 'bukaan', 'keatas', 'debat', 'capres']","['mulutmanisanies', 'laris', 'unik', 'lemari', 'baju', 'rak', 'baju', 'dengantutup', 'reseliting', 'lemari', 'kain', 'plastik', 'portable', 'import', 'sisi', 'bukaan', 'keatas', 'debat', 'capres']",mulutmanisanies laris unik lemari baju rak baju dengantutup reseliting lemari kain plastik portable import sisi buka atas debat capres
padahal di sndiri gak punya etika di debat capres kemarin...ah koplak,padahal di sndiri gak punya etika di debat capres kemarinah koplak,"['padahal', 'di', 'sndiri', 'gak', 'punya', 'etika', 'di', 'debat', 'capres', 'kemarinah', 'koplak']","['sndiri', 'gak', 'etika', 'debat', 'capres', 'kemarinah', 'koplak']",sndiri gak etika debat capres kemarinah koplak
@VIVAcoid Sepertinya Pak Jenderal secara tidak langsung mengakui bahwa dukungannya tidak jago dalam berdebat. Dengan demikian tentu dengan adanya debat Capres akan dapat membedakan mana Capres yang berkualitas dan mana yang tidak.,VIVAcoid Sepertinya Pak Jenderal secara tidak langsung mengakui bahwa dukungannya tidak jago dalam berdebat Dengan demikian tentu dengan adanya debat Capres akan dapat membedakan mana Capres yang berkualitas dan mana yang tidak,"['vivacoid', 'sepertinya', 'pak', 'jenderal', 'secara', 'tidak', 'langsung', 'mengakui', 'bahwa', 'dukungannya', 'tidak', 'jago', 'dalam', 'berdebat', 'dengan', 'demikian', 'tentu', 'dengan', 'adanya', 'debat', 'capres', 'akan', 'dapat', 'membedakan', 'mana', 'capres', 'yang', 'berkualitas', 'dan', 'mana', 'yang', 'tidak']","['vivacoid', 'jenderal', 'langsung', 'mengakui', 'dukungannya', 'jago', 'berdebat', 'debat', 'capres', 'membedakan', 'capres', 'berkualitas']",vivacoid jenderal langsung aku dukung jago debat debat capres beda capres kualitas
"Penyampaian singkat , santai, santun tapi berbobot. Pak #Ganjarpranowo memang luar biasa. Yg ngakunya gemoy, malah marah2 ngga ada isinya pula. Chuakz DebatCapres rm1QQBgJmZ   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",Penyampaian singkat  santai santun tapi berbobot Pak Ganjarpranowo memang luar biasa Yg ngakunya gemoy malah marah ngga ada isinya pula Chuakz DebatCapres rmQQBgJmZ   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['penyampaian', 'singkat', 'santai', 'santun', 'tapi', 'berbobot', 'pak', 'ganjarpranowo', 'memang', 'luar', 'biasa', 'yg', 'ngakunya', 'gemoy', 'malah', 'marah', 'ngga', 'ada', 'isinya', 'pula', 'chuakz', 'debatcapres', 'rmqqbgjmz', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['penyampaian', 'singkat', 'santai', 'santun', 'berbobot', 'ganjarpranowo', 'yg', 'ngakunya', 'gemoy', 'marah', 'ngga', 'isinya', 'chuakz', 'debatcapres', 'rmqqbgjmz', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",sampai singkat santai santun bobot ganjarpranowo yg ngakunya gemoy marah ngga isi chuakz debatcapres rmqqbgjmz ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"@abu_waras Hangus duit puluhan milyar utk branding gemoy2an.  Hangus terbakar saat Anies bongkar kedoknya di debat capres  beliau TDK kuat beroposisi""  Mangkanya benci banget sama Anies.. milyaran hangus""",abuwaras Hangus duit puluhan milyar utk branding gemoyan  Hangus terbakar saat Anies bongkar kedoknya di debat capres  beliau TDK kuat beroposisi  Mangkanya benci banget sama Anies milyaran hangus,"['abuwaras', 'hangus', 'duit', 'puluhan', 'milyar', 'utk', 'branding', 'gemoyan', 'hangus', 'terbakar', 'saat', 'anies', 'bongkar', 'kedoknya', 'di', 'debat', 'capres', 'beliau', 'tdk', 'kuat', 'beroposisi', 'mangkanya', 'benci', 'banget', 'sama', 'anies', 'milyaran', 'hangus']","['abuwaras', 'hangus', 'duit', 'puluhan', 'milyar', 'utk', 'branding', 'gemoyan', 'hangus', 'terbakar', 'anies', 'bongkar', 'kedoknya', 'debat', 'capres', 'beliau', 'tdk', 'kuat', 'beroposisi', 'mangkanya', 'benci', 'banget', 'anies', 'milyaran', 'hangus']",abuwaras hangus duit puluh milyar utk branding gemoyan hangus bakar anies bongkar kedok debat capres beliau tdk kuat oposisi mangkanya benci banget anies milyaran hangus
"@kurawa Bujer Wowo @kurawa   ttp membenatkan YG SALAH dr 02. Yg hadir dlm Debat itu Prabowo SBGI Capres, BKN sebagai Menhankam. Tp Krn sdh G PUNYA ETIKA L makanya @kurawa jg Ndas e pitek (becanda) ttp Membenarkan Yg Salah",kurawa Bujer Wowo kurawa   ttp membenatkan YG SALAH dr  Yg hadir dlm Debat itu Prabowo SBGI Capres BKN sebagai Menhankam Tp Krn sdh G PUNYA ETIKA L makanya kurawa jg Ndas e pitek becanda ttp Membenarkan Yg Salah,"['kurawa', 'bujer', 'wowo', 'kurawa', 'ttp', 'membenatkan', 'yg', 'salah', 'dr', 'yg', 'hadir', 'dlm', 'debat', 'itu', 'prabowo', 'sbgi', 'capres', 'bkn', 'sebagai', 'menhankam', 'tp', 'krn', 'sdh', 'g', 'punya', 'etika', 'l', 'makanya', 'kurawa', 'jg', 'ndas', 'e', 'pitek', 'becanda', 'ttp', 'membenarkan', 'yg', 'salah']","['kurawa', 'bujer', 'wowo', 'kurawa', 'ttp', 'membenatkan', 'yg', 'salah', 'dr', 'yg', 'hadir', 'dlm', 'debat', 'prabowo', 'sbgi', 'capres', 'bkn', 'menhankam', 'tp', 'krn', 'sdh', 'g', 'etika', 'l', 'kurawa', 'jg', 'ndas', 'e', 'pitek', 'becanda', 'ttp', 'membenarkan', 'yg', 'salah']",rawa bujer wowo rawa ttp membenatkan yg salah dr yg hadir dlm debat prabowo sbgi capres bkn menhankam tp krn sdh g etika l rawa jg ndas e pitek becanda ttp benar yg salah
officialinews_ Semangat Capres Paai Perindo! Arsjad Rasjid meminta doa agar Ganjar Pranowo sukses dalam debat.   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,officialinews Semangat Capres Paai Perindo Arsjad Rasjid meminta doa agar Ganjar Pranowo sukses dalam debat   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['officialinews', 'semangat', 'capres', 'paai', 'perindo', 'arsjad', 'rasjid', 'meminta', 'doa', 'agar', 'ganjar', 'pranowo', 'sukses', 'dalam', 'debat', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['officialinews', 'semangat', 'capres', 'paai', 'perindo', 'arsjad', 'rasjid', 'doa', 'ganjar', 'pranowo', 'sukses', 'debat', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",officialinews semangat capres paai perindo arsjad rasjid doa ganjar pranowo sukses debat ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"@Kang_eNeS @Uki23 Bang, mon maap, kan dinamika politik cukup volatile ya, so hasil polling pada bulan mei 2023 udh gk relevan lg deh sepertinya. Lalu, konteksnya beda, data si uki itu dikumpulin utk menilai performa capres dlm debat pertama, klo foto yg mas kirim gk ada korelasi dgn debat pertama",KangeNeS Uki Bang mon maap kan dinamika politik cukup volatile ya so hasil polling pada bulan mei  udh gk relevan lg deh sepertinya Lalu konteksnya beda data si uki itu dikumpulin utk menilai performa capres dlm debat pertama klo foto yg mas kirim gk ada korelasi dgn debat pertama,"['kangenes', 'uki', 'bang', 'mon', 'maap', 'kan', 'dinamika', 'politik', 'cukup', 'volatile', 'ya', 'so', 'hasil', 'polling', 'pada', 'bulan', 'mei', 'udh', 'gk', 'relevan', 'lg', 'deh', 'sepertinya', 'lalu', 'konteksnya', 'beda', 'data', 'si', 'uki', 'itu', 'dikumpulin', 'utk', 'menilai', 'performa', 'capres', 'dlm', 'debat', 'pertama', 'klo', 'foto', 'yg', 'mas', 'kirim', 'gk', 'ada', 'korelasi', 'dgn', 'debat', 'pertama']","['kangenes', 'uki', 'bang', 'mon', 'maap', 'dinamika', 'politik', 'volatile', 'ya', 'so', 'hasil', 'polling', 'mei', 'udh', 'gk', 'relevan', 'lg', 'deh', 'konteksnya', 'beda', 'data', 'si', 'uki', 'dikumpulin', 'utk', 'menilai', 'performa', 'capres', 'dlm', 'debat', 'klo', 'foto', 'yg', 'mas', 'kirim', 'gk', 'korelasi', 'dgn', 'debat']",kangenes uki bang mon maap dinamika politik volatile ya so hasil polling mei udh gk relevan lg deh konteks beda data si uki dikumpulin utk nilai performa capres dlm debat klo foto yg mas kirim gk korelasi dgn debat
"Usai debat perdana capres, para cawapres kini bersiap untuk debat yang digelar KPU RI. https://t.co/0mjwOrJOtw",Usai debat perdana capres para cawapres kini bersiap untuk debat yang digelar KPU RI ,"['usai', 'debat', 'perdana', 'capres', 'para', 'cawapres', 'kini', 'bersiap', 'untuk', 'debat', 'yang', 'digelar', 'kpu', 'ri']","['debat', 'perdana', 'capres', 'cawapres', 'debat', 'digelar', 'kpu', 'ri']",debat perdana capres cawapres debat gelar kpu ri
"@Uki23 Dek Dedek, Dedek, Dedek!!!?? Halooooo!!!!!! Kasihan kau Dek🤣 Nonton kah waktu itu? Jangan dulu pakai survei2 yg bisa dimanipulasi gini. Saya mau dengar bagaimana pendapat jujurmu tentang debat pertama capres waktu itu. Kalau tda jujur PSI ga masuk Senayan🤭",Uki Dek Dedek Dedek Dedek Halooooo Kasihan kau Dek🤣 Nonton kah waktu itu Jangan dulu pakai survei yg bisa dimanipulasi gini Saya mau dengar bagaimana pendapat jujurmu tentang debat pertama capres waktu itu Kalau tda jujur PSI ga masuk Senayan🤭,"['uki', 'dek', 'dedek', 'dedek', 'dedek', 'halooooo', 'kasihan', 'kau', 'dek🤣', 'nonton', 'kah', 'waktu', 'itu', 'jangan', 'dulu', 'pakai', 'survei', 'yg', 'bisa', 'dimanipulasi', 'gini', 'saya', 'mau', 'dengar', 'bagaimana', 'pendapat', 'jujurmu', 'tentang', 'debat', 'pertama', 'capres', 'waktu', 'itu', 'kalau', 'tda', 'jujur', 'psi', 'ga', 'masuk', 'senayan🤭']","['uki', 'dek', 'dedek', 'dedek', 'dedek', 'halooooo', 'kasihan', 'kau', 'dek🤣', 'nonton', 'kah', 'pakai', 'survei', 'yg', 'dimanipulasi', 'gini', 'dengar', 'pendapat', 'jujurmu', 'debat', 'capres', 'tda', 'jujur', 'psi', 'ga', 'masuk', 'senayan🤭']",uki dek dedek dedek dedek halooooo kasihan kau dek nonton kah pakai survei yg manipulasi gin dengar dapat jujur debat capres tda jujur psi ga masuk senayan
@KompasTV yg debat MENHAN atau capres sih?😂😂😂😂😂 NDAS MU,KompasTV yg debat MENHAN atau capres sih NDAS MU,"['kompastv', 'yg', 'debat', 'menhan', 'atau', 'capres', 'sih', 'ndas', 'mu']","['kompastv', 'yg', 'debat', 'menhan', 'capres', 'sih', 'ndas', 'mu']",kompastv yg debat menhan capres sih ndas mu
"@Andika93927695 @RcyberProj0 @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat wow mas, belum ada kejelasan sudah makan mentah-mentah. logika aja timses kok ngirim begituan nyebarin begituan? sama aja buat malu timses sendiri, setau saya ya mas kebanyakan timses ini ga ada yang menjelekkan capres lain. apalagi debat kmrn",Andika RcyberProj gibrantweet prabowo budimuni handoko ProjoPusat wow mas belum ada kejelasan sudah makan mentahmentah logika aja timses kok ngirim begituan nyebarin begituan sama aja buat malu timses sendiri setau saya ya mas kebanyakan timses ini ga ada yang menjelekkan capres lain apalagi debat kmrn,"['andika', 'rcyberproj', 'gibrantweet', 'prabowo', 'budimuni', 'handoko', 'projopusat', 'wow', 'mas', 'belum', 'ada', 'kejelasan', 'sudah', 'makan', 'mentahmentah', 'logika', 'aja', 'timses', 'kok', 'ngirim', 'begituan', 'nyebarin', 'begituan', 'sama', 'aja', 'buat', 'malu', 'timses', 'sendiri', 'setau', 'saya', 'ya', 'mas', 'kebanyakan', 'timses', 'ini', 'ga', 'ada', 'yang', 'menjelekkan', 'capres', 'lain', 'apalagi', 'debat', 'kmrn']","['andika', 'rcyberproj', 'gibrantweet', 'prabowo', 'budimuni', 'handoko', 'projopusat', 'wow', 'mas', 'kejelasan', 'makan', 'mentahmentah', 'logika', 'aja', 'timses', 'ngirim', 'begituan', 'nyebarin', 'begituan', 'aja', 'malu', 'timses', 'setau', 'ya', 'mas', 'kebanyakan', 'timses', 'ga', 'menjelekkan', 'capres', 'debat', 'kmrn']",andika rcyberproj gibrantweet prabowo budimuni handoko projopusat wow mas jelas makan mentahmentah logika aja timses ngirim begitu nyebarin begitu aja malu timses tau ya mas banyak timses ga jelek capres debat kmrn
Pakar: Capres Baiknya Tak Tunjukan Gestur Provokasi di Debat Cawapres  https://t.co/0a8RlLGt9W,Pakar Capres Baiknya Tak Tunjukan Gestur Provokasi di Debat Cawapres  ,"['pakar', 'capres', 'baiknya', 'tak', 'tunjukan', 'gestur', 'provokasi', 'di', 'debat', 'cawapres']","['pakar', 'capres', 'baiknya', 'tunjukan', 'gestur', 'provokasi', 'debat', 'cawapres']",pakar capres baik tunjuk gestur provokasi debat cawapres
Debat Cawapres itu untuk menguji pemahamam visi misi capres dan menguji kemampuan cawapres dalam membantu mencapai misi visi capres.  Dan untuk mengetahui kapasitas cawapres jika diangkat jadi presiden bila presiden berhalangan tetap.  makanya kalau cari cawapres itu pake otak !,Debat Cawapres itu untuk menguji pemahamam visi misi capres dan menguji kemampuan cawapres dalam membantu mencapai misi visi capres  Dan untuk mengetahui kapasitas cawapres jika diangkat jadi presiden bila presiden berhalangan tetap  makanya kalau cari cawapres itu pake otak ,"['debat', 'cawapres', 'itu', 'untuk', 'menguji', 'pemahamam', 'visi', 'misi', 'capres', 'dan', 'menguji', 'kemampuan', 'cawapres', 'dalam', 'membantu', 'mencapai', 'misi', 'visi', 'capres', 'dan', 'untuk', 'mengetahui', 'kapasitas', 'cawapres', 'jika', 'diangkat', 'jadi', 'presiden', 'bila', 'presiden', 'berhalangan', 'tetap', 'makanya', 'kalau', 'cari', 'cawapres', 'itu', 'pake', 'otak']","['debat', 'cawapres', 'menguji', 'pemahamam', 'visi', 'misi', 'capres', 'menguji', 'kemampuan', 'cawapres', 'membantu', 'mencapai', 'misi', 'visi', 'capres', 'kapasitas', 'cawapres', 'diangkat', 'presiden', 'presiden', 'berhalangan', 'cari', 'cawapres', 'pake', 'otak']",debat cawapres uji pemahamam visi misi capres uji mampu cawapres bantu capai misi visi capres kapasitas cawapres angkat presiden presiden halang cari cawapres pake otak
@AzadiRio @narkosun Tapi kan waktu debat capres tidak disediakan podium ?  Jadi dia ga bisa nyamar jadi podium.,AzadiRio narkosun Tapi kan waktu debat capres tidak disediakan podium   Jadi dia ga bisa nyamar jadi podium,"['azadirio', 'narkosun', 'tapi', 'kan', 'waktu', 'debat', 'capres', 'tidak', 'disediakan', 'podium', 'jadi', 'dia', 'ga', 'bisa', 'nyamar', 'jadi', 'podium']","['azadirio', 'narkosun', 'debat', 'capres', 'disediakan', 'podium', 'ga', 'nyamar', 'podium']",azadirio narkosun debat capres sedia podium ga nyamar podium
"2) Anies mengatakan itu sebagai respon atas cuitan Fahri berkenaan dengan debat Capres tempo hari, perihal oposisi. Fahri dapat kabar menteri² dari partai pengusung Anies bakal mundur sebagai bentuk keseriusan beroposisi.", Anies mengatakan itu sebagai respon atas cuitan Fahri berkenaan dengan debat Capres tempo hari perihal oposisi Fahri dapat kabar menteri² dari partai pengusung Anies bakal mundur sebagai bentuk keseriusan beroposisi,"['anies', 'mengatakan', 'itu', 'sebagai', 'respon', 'atas', 'cuitan', 'fahri', 'berkenaan', 'dengan', 'debat', 'capres', 'tempo', 'hari', 'perihal', 'oposisi', 'fahri', 'dapat', 'kabar', 'menteri²', 'dari', 'partai', 'pengusung', 'anies', 'bakal', 'mundur', 'sebagai', 'bentuk', 'keseriusan', 'beroposisi']","['anies', 'respon', 'cuitan', 'fahri', 'debat', 'capres', 'tempo', 'perihal', 'oposisi', 'fahri', 'kabar', 'menteri²', 'partai', 'pengusung', 'anies', 'mundur', 'bentuk', 'keseriusan', 'beroposisi']",anies respon cuit fahri debat capres tempo perihal oposisi fahri kabar menteri partai usung anies mundur bentuk serius oposisi
"Ganjar: Kita Ingin Bangun Indonesia Hebat, Tentu Kemajuan Harus Lebih Sat Set. zlRJcaNQs3 Saksikan Live Repo Debat Capres di QTsDmh65Pt C4Mjv1yG69   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",Ganjar Kita Ingin Bangun Indonesia Hebat Tentu Kemajuan Harus Lebih Sat Set zlRJcaNQs Saksikan Live Repo Debat Capres di QTsDmhPt CMjvyG   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['ganjar', 'kita', 'ingin', 'bangun', 'indonesia', 'hebat', 'tentu', 'kemajuan', 'harus', 'lebih', 'sat', 'set', 'zlrjcanqs', 'saksikan', 'live', 'repo', 'debat', 'capres', 'di', 'qtsdmhpt', 'cmjvyg', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['ganjar', 'bangun', 'indonesia', 'hebat', 'kemajuan', 'sat', 'set', 'zlrjcanqs', 'saksikan', 'live', 'repo', 'debat', 'capres', 'qtsdmhpt', 'cmjvyg', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",ganjar bangun indonesia hebat maju sat set zlrjcanqs saksi live repo debat capres qtsdmhpt cmjvyg ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"@Arie_Kriting Termasuk KPU nggak ada Doa pembukaan oleh ustadz di acara Debat Capres yg sebelum²nya ada, karena saking takutnya sama AMIN",ArieKriting Termasuk KPU nggak ada Doa pembukaan oleh ustadz di acara Debat Capres yg sebelum²nya ada karena saking takutnya sama AMIN,"['ariekriting', 'termasuk', 'kpu', 'nggak', 'ada', 'doa', 'pembukaan', 'oleh', 'ustadz', 'di', 'acara', 'debat', 'capres', 'yg', 'sebelum²nya', 'ada', 'karena', 'saking', 'takutnya', 'sama', 'amin']","['ariekriting', 'kpu', 'nggak', 'doa', 'pembukaan', 'ustadz', 'acara', 'debat', 'capres', 'yg', 'sebelum²nya', 'saking', 'takutnya', 'amin']",ariekriting kpu nggak doa buka ustadz acara debat capres yg belum nya saking takut amin
Debat pertama capres harus diakui pak anies menang telak terhadap 2 paslon lain. Tetep kawal dan sorakan AMIN untuk indonesia #MenangSeputaran https://t.co/1AEDIh5xxM,Debat pertama capres harus diakui pak anies menang telak terhadap  paslon lain Tetep kawal dan sorakan AMIN untuk indonesia MenangSeputaran ,"['debat', 'pertama', 'capres', 'harus', 'diakui', 'pak', 'anies', 'menang', 'telak', 'terhadap', 'paslon', 'lain', 'tetep', 'kawal', 'dan', 'sorakan', 'amin', 'untuk', 'indonesia', 'menangseputaran']","['debat', 'capres', 'diakui', 'anies', 'menang', 'telak', 'paslon', 'tetep', 'kawal', 'sorakan', 'amin', 'indonesia', 'menangseputaran']",debat capres aku anies menang telak paslon tetep kawal sorak amin indonesia menangseputaran
